    150 barry
     14 darcy
    126 davec
     68 dennis
     51 inoue
     85 ishii
     42 joe
     29 jurka
    220 meskes
   3477 momjian
    116 neilc
    578 petere
     30 pgsql
     11 scrappy
     62 teodor
   2606 tgl
     51 thomas
     28 wieck
