0	16	7	8	2	3	3	7	4	2	1	7	9	3	2	1	7	3	1	0	3
1	10	4	5	1	2	3	6	3	6	5	5	3	4	2	2	5	4	3	7	0
2	4	2	6	0	6	1	2	2	1	5	2	2	0	1	4	0	3	1	1	2
3	18	1	3	1	0	2	0	1	1	1	1	2	4	1	1	2	0	1	0	1
4	9	2	2	1	2	2	1	0	1	1	2	2	0	2	0	2	0	1	1	3
5	2	2	0	0	0	0	1	1	0	0	5	2	2	0	1	0	1	0	0	1
