0	16	10	4	18	9	2
1	7	4	2	1	2	2
2	8	5	6	3	2	0
3	2	1	0	1	1	0
4	3	2	6	0	2	0
5	3	3	1	2	2	0
6	7	6	2	0	1	1
7	4	3	2	1	0	1
8	2	6	1	1	1	0
9	1	5	5	1	1	0
10	7	5	2	1	2	5
11	9	3	2	2	2	2
12	3	4	0	4	0	2
13	2	2	1	1	2	0
14	1	2	4	1	0	1
15	7	5	0	2	2	0
16	3	4	3	0	0	1
17	1	3	1	1	1	0
18	0	7	1	0	1	0
19	3	0	2	1	3	1
